query,expected doc_ids,expected doc_num,returned doc_ids,returned doc_num,precision,recall
"alas",The Merry Wives of Windsor,38,The Merry Wives of Windsor,41,0.93,1.00
,Venus and Adonis,,The Life and Death of Richard the Third
,The Tempest,,Romeo and Juliet
,The Life and Death of Julius Caesar,,Venus and Adonis
,King Lear,,The Tempest
,The Life and Death of Richard the Third,,The Life of King Henry the Fifth
,Twelfth Night,,"The Tragedy of Hamlet, Prince of Denmark"
,Two Gentlemen of Verona,,The Second part of King Henry the Fourth
,The Tragedy of Macbeth,,Winter's Tale
,The First part of King Henry the Fourth,,"Othello, the Moore of Venice"
,The Life and Death of Richard the Second,,The Life and Death of Richard the Second
,Titus Andronicus,,The Tragedy of Coriolanus
,The Life and Death of King John,,The First part of King Henry the Fourth
,"Othello, the Moore of Venice",,The Tragedy of Macbeth
,A FUNERAL ELEGY.,,The Taming of the Shrew
,The Tragedy of Coriolanus,,"Pericles, Prince of Tyre"
,The Second part of King Henry the Fourth,,Loves Labours Lost
,The Third part of King Henry the Sixth,,The First part of King Henry the Sixth
,Timon of Athens,,Twelfth Night
,The Second part of King Henry the Sixth,,Cymbeline
,The Merchant of Venice,,A Midsummer Night's Dream
,The Life of King Henry the Eighth,,Measure for Measure
,Antony and Cleopatra,,Two Gentlemen of Verona
,A Midsummer Night's Dream,,The Merry Wives of Windsor
,Romeo and Juliet,,The Comedy of Errors
,"Pericles, Prince of Tyre",,Much Ado About Nothing
,Measure for Measure,,The Life and Death of Julius Caesar
,The Taming of the Shrew,,The Merchant of Venice
,The First part of King Henry the Sixth,,Troilus and Cressida
,,,As You Like It
,,,A FUNERAL ELEGY.
,,,A Lover's Complaint
,,,The Life of King Henry the Eighth
"chide",Romeo and Juliet,27,Romeo and Juliet,41,0.66,1.00
,Winter's Tale,,The First part of King Henry the Fourth
,As You Like It,,The Third part of King Henry the Sixth
,Cymbeline,,The Second part of King Henry the Sixth
,The Rape of Lucrece,,King Lear
,"The Tragedy of Hamlet, Prince of Denmark",,The Life and Death of Richard the Third
,Troilus and Cressida,,The Life and Death of Richard the Second
,All's Well That Ends Well,,Timon of Athens
,Loves Labours Lost,,Titus Andronicus
,Venus and Adonis,,The First part of King Henry the Sixth
,The Tempest,,The Life and Death of King John
,The Life and Death of Julius Caesar,,The Tempest
,King Lear,,The Second part of King Henry the Fourth
,The Life and Death of Richard the Third,,Antony and Cleopatra
,Twelfth Night,,"Othello, the Moore of Venice"
,Two Gentlemen of Verona,,Two Gentlemen of Verona
,The First part of King Henry the Fourth,,As You Like It
,The Life and Death of Richard the Second,,Troilus and Cressida
,"Othello, the Moore of Venice",,Twelfth Night
,The Tragedy of Coriolanus,,The Comedy of Errors
,The Second part of King Henry the Fourth,,Cymbeline
,The Third part of King Henry the Sixth,,The Taming of the Shrew
,The Second part of King Henry the Sixth,,The Life and Death of Julius Caesar
,Antony and Cleopatra,,Winter's Tale
,A Midsummer Night's Dream,,A Midsummer Night's Dream
,Romeo and Juliet,,The Life of King Henry the Fifth
,The Taming of the Shrew,,Measure for Measure
,,,"The Tragedy of Hamlet, Prince of Denmark"
,,,All's Well That Ends Well
,,,The Merchant of Venice
,,,Loves Labours Lost
,,,Much Ado About Nothing
,,,The Rape of Lucrece
,,,The Tragedy of Coriolanus
,,,"Pericles, Prince of Tyre"
,,,The Tragedy of Macbeth
,,,Venus and Adonis
,,,The Merry Wives of Windsor
,,,The Life of King Henry the Eighth
,,,A FUNERAL ELEGY.
,,,A Lover's Complaint
"clamor",Titus Andronicus,11,Titus Andronicus,41,0.27,1.00
,Venus and Adonis,,The Life and Death of Richard the Third
,King Lear,,The Third part of King Henry the Sixth
,The Life and Death of Richard the Third,,The Second part of King Henry the Sixth
,Twelfth Night,,The Life and Death of Richard the Second
,The Tragedy of Macbeth,,The First part of King Henry the Sixth
,The First part of King Henry the Fourth,,Romeo and Juliet
,The Life and Death of Richard the Second,,King Lear
,A Midsummer Night's Dream,,Timon of Athens
,The Taming of the Shrew,,Cymbeline
,The First part of King Henry the Sixth,,The First part of King Henry the Fourth
,,,The Life and Death of King John
,,,Twelfth Night
,,,Two Gentlemen of Verona
,,,The Rape of Lucrece
,,,Antony and Cleopatra
,,,Troilus and Cressida
,,,The Tempest
,,,"The Tragedy of Hamlet, Prince of Denmark"
,,,The Tragedy of Coriolanus
,,,All's Well That Ends Well
,,,The Taming of the Shrew
,,,The Second part of King Henry the Fourth
,,,"Othello, the Moore of Venice"
,,,Winter's Tale
,,,Loves Labours Lost
,,,The Life of King Henry the Fifth
,,,As You Like It
,,,A Midsummer Night's Dream
,,,The Merchant of Venice
,,,The Comedy of Errors
,,,"Pericles, Prince of Tyre"
,,,Measure for Measure
,,,Venus and Adonis
,,,Much Ado About Nothing
,,,The Life and Death of Julius Caesar
,,,The Tragedy of Macbeth
,,,The Merry Wives of Windsor
,,,The Life of King Henry the Eighth
,,,A FUNERAL ELEGY.
,,,A Lover's Complaint
"come",The Life of King Henry the Fifth,41,,0,0.00,0.00
,The Merry Wives of Windsor,,
,Winter's Tale,,
,As You Like It,,
,Cymbeline,,
,The Rape of Lucrece,,
,"The Tragedy of Hamlet, Prince of Denmark",,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,A Lover's Complaint,,
,Loves Labours Lost,,
,Venus and Adonis,,
,The Tempest,,
,The Life and Death of Julius Caesar,,
,Much Ado About Nothing,,
,King Lear,,
,The Life and Death of Richard the Third,,
,Twelfth Night,,
,Two Gentlemen of Verona,,
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,A FUNERAL ELEGY.,,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
"crown",The Life of King Henry the Fifth,38,,0,0.00,0.00
,The Merry Wives of Windsor,,
,Winter's Tale,,
,As You Like It,,
,Cymbeline,,
,The Rape of Lucrece,,
,"The Tragedy of Hamlet, Prince of Denmark",,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,Loves Labours Lost,,
,The Tempest,,
,The Life and Death of Julius Caesar,,
,Much Ado About Nothing,,
,King Lear,,
,The Life and Death of Richard the Third,,
,Twelfth Night,,
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,A FUNERAL ELEGY.,,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
"decree",As You Like It,20,,0,0.00,0.00
,The Rape of Lucrece,,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,Loves Labours Lost,,
,The Life and Death of Julius Caesar,,
,Much Ado About Nothing,,
,Twelfth Night,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,A FUNERAL ELEGY.,,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
"doth",The Life of King Henry the Fifth,41,,0,0.00,0.00
,The Merry Wives of Windsor,,
,Winter's Tale,,
,As You Like It,,
,Cymbeline,,
,The Rape of Lucrece,,
,"The Tragedy of Hamlet, Prince of Denmark",,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,A Lover's Complaint,,
,Loves Labours Lost,,
,Venus and Adonis,,
,The Tempest,,
,The Life and Death of Julius Caesar,,
,Much Ado About Nothing,,
,King Lear,,
,The Life and Death of Richard the Third,,
,Twelfth Night,,
,Two Gentlemen of Verona,,
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,A FUNERAL ELEGY.,,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
"ere",The Life of King Henry the Fifth,41,,0,0.00,0.00
,The Merry Wives of Windsor,,
,Winter's Tale,,
,As You Like It,,
,Cymbeline,,
,The Rape of Lucrece,,
,"The Tragedy of Hamlet, Prince of Denmark",,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,A Lover's Complaint,,
,Loves Labours Lost,,
,Venus and Adonis,,
,The Tempest,,
,The Life and Death of Julius Caesar,,
,Much Ado About Nothing,,
,King Lear,,
,The Life and Death of Richard the Third,,
,Twelfth Night,,
,Two Gentlemen of Verona,,
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,A FUNERAL ELEGY.,,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
"fair",The Life of King Henry the Fifth,41,,0,0.00,0.00
,The Merry Wives of Windsor,,
,Winter's Tale,,
,As You Like It,,
,Cymbeline,,
,The Rape of Lucrece,,
,"The Tragedy of Hamlet, Prince of Denmark",,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,A Lover's Complaint,,
,Loves Labours Lost,,
,Venus and Adonis,,
,The Tempest,,
,The Life and Death of Julius Caesar,,
,Much Ado About Nothing,,
,King Lear,,
,The Life and Death of Richard the Third,,
,Twelfth Night,,
,Two Gentlemen of Verona,,
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,A FUNERAL ELEGY.,,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
"fie",The Life of King Henry the Fifth,40,,0,0.00,0.00
,The Merry Wives of Windsor,,
,Winter's Tale,,
,As You Like It,,
,Cymbeline,,
,The Rape of Lucrece,,
,"The Tragedy of Hamlet, Prince of Denmark",,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,A Lover's Complaint,,
,Loves Labours Lost,,
,Venus and Adonis,,
,The Tempest,,
,The Life and Death of Julius Caesar,,
,Much Ado About Nothing,,
,King Lear,,
,The Life and Death of Richard the Third,,
,Twelfth Night,,
,Two Gentlemen of Verona,,
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
"fleet",The Life of King Henry the Fifth,18,,0,0.00,0.00
,As You Like It,,
,Cymbeline,,
,The Rape of Lucrece,,
,Loves Labours Lost,,
,Venus and Adonis,,
,The Tempest,,
,Much Ado About Nothing,,
,The Life and Death of Richard the Third,,
,Twelfth Night,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,Antony and Cleopatra,,
,The Taming of the Shrew,,
"forsooth",The Merry Wives of Windsor,21,,0,0.00,0.00
,As You Like It,,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,Loves Labours Lost,,
,Much Ado About Nothing,,
,King Lear,,
,The Life and Death of Richard the Third,,
,The First part of King Henry the Fourth,,
,Titus Andronicus,,
,"Othello, the Moore of Venice",,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Second part of King Henry the Sixth,,
,The Life of King Henry the Eighth,,
